InvoiceNo,InvoiceDate,CustomerID,ProductCategory,Quantity,UnitPrice,Channel,Country
INV900809,2024-08-18,C100411,Electronics,2,433.24,Social,united kingdom
INV902622,2024-12-09,C101411,Toys,5,13.18,Organic Search,USA
INV902102,2023-01-20,C101120,Sports & Outdoors,4,113.19,Email,united states
INV900245,2024-09-20,C100128,Books,4,24.34,Email,united states
INV903282,2024-03-23,C101773,Home & Kitchen,5,58.73,Paid Ads, United Kingdom
INV902470,2023-10-08,C101329,Books,4,23.19,Email,Ireland
INV903146,2023-09-22,C101708,Books,1,31.85,Email,USA
INV903298,2024-06-08,C101784,Apparel,5,30.77,Organic Search,USA
INV900119,2024-08-07,C100056,Office Supplies,3,33.3,Referral,united states
INV901903,2024-07-08,C101011,Toys,2,17.97,Organic Search,USA
INV902786,2023-09-15,C101486,Apparel,1,52.75,Social,United Kingdom
INV902500,2024-03-23,C101340,Home & Kitchen,1,114.34,Organic Search,DE
INV903228,2023-12-09,C101739,Toys,5,13.78,Organic Search,united kingdom
INV901783,2023-06-03,C100949,Beauty,3,13.38,Referral,US
INV900952,2023-08-22,C100494,Home & Kitchen,3,76.17,Referral,france
INV902886,2024-09-12,C101533,Toys,3,35.58,Paid Ads,united states
INV902389,2023-06-10,C101296,Electronics,3,414.94,Organic Search,united kingdom
INV902632,2024-09-25,C101418,Home & Kitchen,4,90.15,Paid Ads,United Kingdom
INV900120,2024-09-16,C100056,Apparel,2,60.18,Referral,united states
INV903270,2024-04-14,C101766,Beauty,4,26.85,Referral,United Kingdom
INV902966,2023-07-05,C101587,Office Supplies,3,20.89,Referral,united kingdom
INV902106,2023-08-06,C101122,Office Supplies,4,43.57,Organic Search,germany
INV901291,2023-11-18,C100678,Books,5,23.04,Social,DE
INV900831,2024-06-28,C100423,Electronics,5,512.39,Referral,germany
INV900864,2023-03-12,C100442,Books,2,28.65,Paid Ads,Ireland
INV902462,2024-02-07,C101326,Home & Kitchen,5,74.51,Email,France
INV902879,2024-11-21,C101529,Books,3,34.66,Referral,United Kingdom
INV902670,2024-05-25,C101441,Electronics,1,491.67,Organic Search,DE
INV900179,2023-10-20,C100095,Beauty,1,10.78,Paid Ads,Germany
INV902732,2024-11-08,C101463,Sports & Outdoors,1,21.93,Referral,United Kingdom
INV902617,2023-07-15,C101409,Beauty,4,25.45,Referral,germany
INV901660,2023-12-25,C100876,Toys,4,29.1,Email,US
INV900025,2024-08-19,C100013,Books,1,23.87,Social,UK
INV901698,2024-02-26,C100887,Office Supplies,2,31.9,Email,Germany
INV900352,2024-06-28,C100189,Books,4,13.51,Paid Ads,UK
INV901725,2023-04-18,C100909,Toys,5,29.35,Organic Search,united kingdom
INV900008,2023-03-13,C100006,Office Supplies,2,21.88,Paid Ads,United States
INV901987,2023-09-13,C101059,Beauty,1,8.22,Email,united kingdom
INV901129,2024-12-06,C100588,Beauty,1,35.67,Referral, United Kingdom
INV900933,2024-11-06,C100483,Books,2,29.47,Social,united kingdom
INV902913,2023-12-04,C101554,Toys,5,46.29,Email,USA
INV901089,2024-07-26,C100569,Sports & Outdoors,2,148.5,Organic Search,UK
INV900440,2023-08-02,C100232,Home & Kitchen,4,38.46,Organic Search,DE
INV900891,2024-11-23,C100450,Office Supplies,3,29.34,Referral,united kingdom
INV902095,2024-08-19,C101116,Apparel,5,49.02,Organic Search,germany
INV900864,2023-03-12,C100442,Apparel,3,27.31,Paid Ads,Ireland
INV903018,2024-10-16,C101627,Apparel,4,36.47,Social,USA
INV902910,2024-08-19,C101553,Books,1,13.72,Referral,DE
INV902259,2024-11-22,C101209,Books,2,13.55,Organic Search,united states
INV901144,2023-12-23,C100596,Electronics,2,421.25,Referral,USA
INV902168,2024-06-10,C101162,Apparel,5,67.67,Paid Ads,france
INV900443,2024-05-13,C100233,Electronics,2,539.43,Email,united states
INV902256,2023-06-12,C101208,Sports & Outdoors,5,47.96,Paid Ads,DE
INV902634,2024-08-22,,Apparel,1,32.96,Organic Search,Ireland
INV902108,2024-11-09,C101122,Home & Kitchen,3,101.47,Organic Search,germany
INV901448,2024-11-23,,Office Supplies,2,11.33,Email,DE
INV903150,2024-09-23,C101712,Office Supplies,1,9.04,Paid Ads,US
INV900876,2023-07-06,C100446,Home & Kitchen,2,51.02,Paid Ads,france
INV902327,2023-08-20,C101264,Sports & Outdoors,4,44.07,Referral, United Kingdom
INV902496,2023-11-21,C101340,Office Supplies,5,8.7,Organic Search,germany
INV902529,2023-06-28,C101358,Sports & Outdoors,1,150.72,Organic Search,United Kingdom
INV900811,2023-03-26,C100413,Apparel,5,19.04,Organic Search,france
INV901964,2023-12-25,C101043,Electronics,5,156.41,Organic Search,germany
INV903278,2023-12-25,C101770,Home & Kitchen,2,117.36,Email,Ireland
INV903092,2024-05-03,C101669,Sports & Outdoors,2,38.57,Social,Germany
INV901865,2024-04-08,C100990,Sports & Outdoors,4,91.06,Organic Search,United Kingdom
INV901801,2024-02-18,C100956,Toys,4,30.1,Organic Search,united kingdom
INV901589,2024-05-12,C100843,Toys,5,33.29,Social,united kingdom
INV902493,2024-04-27,C101339,Books,2,16.24,Paid Ads,US
INV900039,2024-09-21,C100018,Beauty,3,16.85,Organic Search, United Kingdom
INV902505,2023-04-07,C101342,Toys,3,67.8,Paid Ads,United Kingdom
INV900528,2023-03-28,C100271,Beauty,4,59.85,Email,France
INV900424,2024-05-16,C100224,Office Supplies,3,29.17,Paid Ads,United Kingdom
INV901804,2024-12-28,C100961,Electronics,2,186.59,Social,ireland
INV901084,2023-12-27,C100567,Books,1,23.03,Organic Search,United States
INV900948,2024-01-25,C100493,Apparel,3,65.8,Organic Search,france
INV900009,2023-04-15,C100006,Books,2,9.6,Paid Ads,USA
INV903287,2023-07-08,C101778,Beauty,4,42.16,Email,united states
INV900445,2024-10-12,C100233,Electronics,1,203.29,Email,United States
INV900844,2023-11-19,C100433,Home & Kitchen,2,28.19,Social,UK
INV901438,2024-08-23,C100766,Apparel,3,35.77,Referral,france
INV900874,2024-08-11,C100445,Apparel,4,47.5,Email,france
INV900174,2024-09-17,C100090,Home & Kitchen,3,117.16,Email,US
INV900955,2023-04-07,C100496,Sports & Outdoors,1,65.72,Paid Ads,Germany
INV901325,2023-04-18,C100702,Apparel,3,68.73,Email,germany
INV901005,2024-01-09,C100518,Home & Kitchen,2,61.88,Referral, United Kingdom
INV901362,2024-07-09,C100722,Office Supplies,1,17.86,Referral,France
INV903041,2023-12-11,C101643,Toys,1,19.63,Organic Search,United Kingdom
INV900100,2024-08-05,C100049,Sports & Outdoors,4,190.51,Paid Ads,united kingdom
INV900911,2024-11-15,C100468,Office Supplies,5,19.34,Organic Search,united kingdom
INV902588,2024-05-15,C101393,Apparel,2,47.15,Organic Search,United Kingdom
INV901804,2024-12-28,C100961,Sports & Outdoors,2,140.59,Social,ireland
INV903001,2024-05-13,C101613,Apparel,4,65.88,Organic Search,USA
INV901596,2023-12-03,C100845,Books,4,23.67,Email,Germany
INV901665,2024-10-08,C100877,Sports & Outdoors,2,140.27,Paid Ads,united kingdom
INV903191,2023-10-19,C101728,Electronics,2,405.62,Organic Search,united kingdom
INV901562,2024-06-23,C100827,Electronics,4,374.96,Referral,united kingdom
INV902251,2024-10-20,C101204,Apparel,4,78.95,Email,United Kingdom
INV901977,2023-11-13,C101051,Office Supplies,4,26.84,Organic Search,Germany
INV900139,2023-05-23,C100071,Electronics,4,349.45,Organic Search,USA
INV902402,2023-09-06,C101299,Sports & Outdoors,3,165.51,Email,united kingdom
INV901625,2024-05-03,C100859,Beauty,4,8.01,Social,Germany
INV901959,2024-08-04,C101039,Books,5,8.5,Organic Search,germany
INV901276,2024-06-05,C100666,Toys,3,17.7,Organic Search,France
INV901833,2023-05-20,C100974,Beauty,4,28.8,Social,USA
INV902397,2024-03-28,C101298,Electronics,1,404.55,Organic Search,united kingdom
INV900997,2024-07-24,C100516,Electronics,-1,332.14,Paid Ads, United Kingdom
INV902541,2023-06-01,C101363,Sports & Outdoors,3,122.26,Organic Search,Germany
INV902487,2024-09-15,C101338,Apparel,4,88.64,Paid Ads,United Kingdom
INV900167,2024-07-28,C100088,Electronics,3,226.85,Paid Ads,ireland
INV901001,2023-11-18,C100518,Books,3,23.02,Referral,UK
INV903233,2023-05-01,C101744,Electronics,1,367.64,Organic Search,United Kingdom
INV901952,2024-08-15,C101035,Office Supplies,2,44.46,Organic Search,ireland
INV900932,2024-08-18,C100483,Sports & Outdoors,3,96.8,Social,united kingdom
INV902675,2023-05-13,C101444,Office Supplies,2,38.06,Email,DE
INV901836,2023-11-02,C100975,Books,4,10.26,Referral,USA
INV903184,2024-08-23,C101722,Books,3,11.95,Organic Search,france
INV900906,2024-12-04,C100461,Beauty,4,21.55,Paid Ads,Ireland
INV901483,2023-11-23,C100786,Books,2,34.92,Paid Ads,france
INV901009,2023-08-04,C100520,Apparel,1,81.92,Email,united kingdom
INV902671,2024-09-28,C101442,Electronics,3,199.84,Email,United Kingdom
INV900132,2023-09-27,C100064,Apparel,5,38.93,Social,UK
INV903230,2023-12-26,C101740,Toys,4,34.32,Email,UK
INV902959,2023-05-23,C101581,Home & Kitchen,3,95.21,Organic Search,UK
INV903313,2023-11-22,C101794,Home & Kitchen,4,38.2,Referral, United Kingdom
INV901317,2024-02-06,C100694,Home & Kitchen,4,23.9,Referral,USA
INV902122,2024-05-22,C101134,Sports & Outdoors,2,56.63,Organic Search,United Kingdom
INV900971,2023-11-08,C100506,Office Supplies,2,25.63,Social, United Kingdom
INV902990,2024-10-20,C101605,Electronics,5,556.79,Organic Search,united kingdom
INV901367,2024-12-14,C100725,Apparel,5,83.44,Email,Germany
INV902899,2023-12-21,C101545,Electronics,5,57.21,Paid Ads,United Kingdom
INV902938,2024-10-21,C101566,Toys,3,34.35,Referral,DE
INV901559,2024-03-12,,Office Supplies,3,32.81,Paid Ads,united kingdom
INV901154,2024-02-25,C100598,Beauty,3,17.61,Paid Ads,DE
INV903294,2024-08-18,C101783,Books,1,24.65,Paid Ads,united kingdom
INV900486,2024-07-15,C100248,Electronics,3,593.0,Paid Ads,ireland
INV900772,2024-11-03,C100395,Apparel,5,40.39,Paid Ads, United Kingdom
INV901337,2023-12-20,C100707,Electronics,2,286.44,Organic Search,UK
INV902676,2023-08-11,,Apparel,1,68.94,Email,germany
INV902937,2024-08-14,C101566,Office Supplies,4,31.96,Referral,germany
INV902908,2024-03-13,C101553,Beauty,4,5.86,Referral,germany
INV900928,2023-05-05,C100479,Books,5,25.45,Paid Ads,DE
INV902062,2023-11-14,C101100,Toys,4,33.64,Referral,United Kingdom
INV901463,2023-04-24,C100782,Sports & Outdoors,3,135.4,Email,US
INV902134,2024-11-19,C101142,Home & Kitchen,1,66.46,Email,France
INV903245,2024-03-19,C101754,Beauty,4,49.28,Paid Ads,Germany
INV901648,2024-12-11,C100869,Electronics,4,101.44,Referral,United Kingdom
INV902498,2024-01-12,C101340,Books,2,5.46,Organic Search,Germany
INV901033,2023-10-25,C100535,Books,2,6.89,Social,united kingdom
INV900741,2023-05-24,,Toys,4,42.31,Social,United Kingdom
INV901633,2024-11-28,C100863,Beauty,5,12.55,Organic Search,united kingdom
INV902221,2023-12-27,C101188,Beauty,2,10.87,Email,ireland
INV901413,2024-01-23,C100757,Toys,5,45.11,Referral,Ireland
INV900148,2023-07-24,C100077,Electronics,4,209.2,Paid Ads,germany
INV903019,2023-03-09,C101629,Beauty,5,43.39,Email,Ireland
INV900740,2023-04-17,C100385,Books,4,9.77,Social,united kingdom
INV903226,2023-09-08,C101738,Apparel,4,37.79,Referral,united kingdom
INV900345,2023-09-01,C100185,Home & Kitchen,1,29.43,Email,United Kingdom
INV900275,2024-10-04,C100144,Toys,5,10.23,Organic Search, United Kingdom
INV903030,2024-03-15,C101634,Beauty,4,31.62,Social,US
INV900233,2024-11-13,C100120,Books,3,14.57,Referral,united kingdom
INV902903,2023-11-03,C101552,Apparel,5,26.93,Email,UK
INV902637,2024-03-08,C101422,Apparel,4,22.45,Paid Ads,US
INV901383,2024-12-22,C100740,Sports & Outdoors,5,31.81,Referral,United Kingdom
INV900450,2023-12-10,C100234,Sports & Outdoors,5,100.51,Social,france
INV902682,2023-06-15,C101449,Apparel,4,89.25,Organic Search,UK
INV901818,2024-05-03,C100967,Sports & Outdoors,3,175.5,Organic Search,united kingdom
INV900185,2024-10-21,C100097,Beauty,4,49.01,Organic Search,UK
INV902579,2023-07-26,C101390,Sports & Outdoors,1,88.65,Social,United Kingdom
INV902360,2024-07-06,C101281,Electronics,5,560.33,Social,DE
INV900138,2024-10-01,C100067,Electronics,2,557.98,Organic Search,france
INV901097,2023-11-17,C100573,Home & Kitchen,1,12.99,Paid Ads,france
INV902705,2024-12-20,C101456,Electronics,5,90.49,Paid Ads,Ireland
INV901134,2024-11-25,C100590,Beauty,2,30.42,Organic Search,united kingdom
INV902411,2024-01-06,C101304,Books,4,34.64,Paid Ads,DE
INV900750,2023-11-01,C100386,Books,2,19.21,Paid Ads,UK
INV900386,2024-03-06,C100210,Home & Kitchen,1,92.22,Organic Search,france
INV902434,2024-03-14,C101316,Office Supplies,3,26.19,Organic Search, United Kingdom
INV900287,2024-01-20,C100154,Home & Kitchen,3,131.27,Organic Search,united states
INV900033,2023-04-06,C100017,Home & Kitchen,5,62.45,Organic Search,Ireland
INV901193,2023-11-21,C100621,Books,5,5.68,Paid Ads,germany
INV902706,2023-10-17,C101457,Beauty,4,31.0,Paid Ads, United Kingdom
INV900394,2023-11-10,C100213,Toys,3,64.36,Social,france
INV901121,2023-10-07,C100584,Electronics,4,567.45,Email,united kingdom
INV901131,2024-12-09,C100589,Beauty,1,37.8,Paid Ads,germany
INV902831,2024-12-19,C101509,Toys,4,42.59,Social,UK
INV902189,2023-12-04,C101177,Books,2,28.36,Organic Search,ireland
INV901812,2024-03-03,C100965,Office Supplies,5,17.42,Referral,united kingdom
INV900498,2023-10-11,C100255,Home & Kitchen,5,60.75,Organic Search, United Kingdom
INV900080,2024-04-06,C100042,Beauty,5,5.55,Organic Search,united kingdom
INV903196,2023-09-27,C101729,Toys,5,15.84,Organic Search,united kingdom
INV901013,2023-12-11,C100520,Office Supplies,3,42.93,Email,united kingdom
INV903135,2024-03-06,C101702,Home & Kitchen,5,17.33,Paid Ads,United Kingdom
INV902432,2023-12-28,C101315,Sports & Outdoors,4,78.65,Organic Search,DE
INV901052,2023-02-12,C100545,Toys,5,51.7,Paid Ads,DE
INV901999,2024-08-18,C101066,Home & Kitchen,4,11.08,Email,Germany
INV900329,2024-08-27,C100176,Toys,-5,39.9,Paid Ads,United Kingdom
INV902061,2023-10-02,C101100,Sports & Outdoors,1,179.38,Referral,United Kingdom
INV900248,2023-02-12,C100132,Sports & Outdoors,3,69.8,Paid Ads,DE
INV900004,2024-06-01,C100005,Office Supplies,2,6.11,Email,Germany
INV901900,2024-04-24,C101011,Office Supplies,3,43.3,Organic Search,United States
INV902088,2023-06-02,C101113,Sports & Outdoors,4,101.86,Paid Ads,UK
INV902760,2023-05-17,,Beauty,5,51.51,Organic Search,France
INV901029,2023-08-16,C100533,Toys,2,10.46,Organic Search, United Kingdom
INV902410,2024-10-21,C101303,Electronics,3,576.78,Organic Search, United Kingdom
INV901206,2024-02-03,C100633,Electronics,3,590.29,Email,UK
INV900736,2023-04-18,C100384,Beauty,4,31.46,Social,US
INV902717,2023-12-26,C101459,Electronics,1,489.98,Organic Search, United Kingdom
INV901199,2024-11-21,C100624,Apparel,4,71.41,Email,france
INV902869,2023-05-17,C101523,Apparel,2,57.48,Organic Search,UK
INV902376,2024-02-11,C101288,Office Supplies,2,42.65,Organic Search,ireland
INV900137,2024-10-10,C100067,Home & Kitchen,2,79.25,Organic Search,France
INV903126,2023-09-22,C101693,Beauty,2,43.36,Organic Search,france
INV901997,2024-07-17,C101066,Home & Kitchen,4,67.21,Email,DE
INV901089,2024-07-26,C100569,Beauty,5,24.92,Organic Search,UK
INV900775,2023-04-05,C100397,Apparel,2,12.43,Organic Search,United Kingdom
INV901254,2023-10-13,C100659,Electronics,2,359.47,Referral,france
INV902640,2024-02-08,C101423,Toys,3,37.51,Organic Search, United Kingdom
INV902349,2024-10-04,C101276,Electronics,1,50.43,Paid Ads,united kingdom
INV901509,2024-04-12,C100802,Toys,1,62.28,Paid Ads,united kingdom
INV900837,2024-05-26,C100427,Apparel,3,43.2,Paid Ads,UK
INV900086,2023-06-18,,Home & Kitchen,5,89.5,Paid Ads,United Kingdom
INV900980,2024-02-18,C100508,Apparel,-3,46.25,Referral,UK
INV902203,2024-02-22,C101183,Beauty,3,38.13,Organic Search,DE
INV900581,2023-10-11,C100300,Office Supplies,3,3.8,Paid Ads,United States
INV901077,2023-05-21,C100566,Beauty,5,30.04,Paid Ads,UK
INV901452,2024-11-10,C100774,Electronics,5,85.54,Referral,DE
INV901472,2023-07-19,C100783,Books,1,14.04,Organic Search,Germany
INV903073,2024-03-01,C101655,Electronics,2,397.95,Email,france
INV903280,2023-08-02,C101772,Books,3,28.71,Paid Ads,France
INV903000,2024-04-26,C101613,Toys,3,35.99,Organic Search,United States
INV902585,2024-10-18,C101392,Books,3,11.78,Email,USA
INV902082,2024-01-14,C101110,Toys,4,67.0,Organic Search,germany
INV901910,2024-02-25,,Electronics,4,398.82,Social,Ireland
INV900680,2023-06-12,C100352,Beauty,2,33.13,Organic Search,france
INV900500,2023-06-11,C100257,Books,1,19.67,Organic Search, United Kingdom
INV901766,2023-12-14,C100938,Books,-4,27.14,Referral,USA
INV900592,2023-03-24,C100305,Books,1,30.18,Organic Search,US
INV902763,2023-07-07,C101478,Apparel,4,12.44,Organic Search,France
INV901942,2023-12-26,C101030,Electronics,2,179.56,Email,Ireland
INV900967,2023-10-18,C100505,Beauty,5,30.82,Organic Search,united kingdom
INV901851,2024-12-10,C100983,Sports & Outdoors,4,191.52,Email,germany
INV902047,2023-12-11,C101089,Apparel,2,63.04,Organic Search,France
INV900046,2023-12-12,C100022,Home & Kitchen,5,105.73,Email, United Kingdom
INV901543,2024-01-05,C100817,Office Supplies,3,30.79,Email,united kingdom
INV902071,2023-04-02,C101105,Sports & Outdoors,2,186.21,Referral,United Kingdom
INV902045,2023-04-25,C101089,Electronics,1,145.92,Organic Search,France
INV900815,2023-06-03,C100413,Toys,5,42.66,Organic Search,France
INV901157,2024-06-05,C100601,Sports & Outdoors,3,26.0,Social, United Kingdom
INV901223,2024-07-13,C100641,Apparel,1,42.81,Organic Search,US
INV901731,2024-08-06,C100910,Home & Kitchen,2,115.95,Organic Search,France
INV902404,2024-06-09,C101300,Beauty,4,20.15,Organic Search,france
INV900901,2024-12-11,C100455,Office Supplies,3,7.43,Organic Search, United Kingdom
INV902017,2023-09-15,,Sports & Outdoors,1,92.16,Organic Search,germany
INV900157,2023-08-24,C100082,Books,1,21.57,Email,France
INV903125,2024-10-17,C101691,Electronics,1,269.74,Referral,US
INV901225,2024-11-12,C100642,Sports & Outdoors,5,84.44,Paid Ads,united kingdom
INV900502,2024-04-20,C100257,Electronics,3,205.87,Organic Search, United Kingdom
INV900648,2024-08-12,C100335,Office Supplies,1,30.28,Organic Search,France
INV901782,2024-08-28,C100948,Apparel,5,74.14,Paid Ads,UK
INV901332,2023-12-14,C100705,Home & Kitchen,2,52.1,Organic Search,US
INV900168,2023-11-15,C100090,Books,2,31.4,Email,US
INV903167,2024-04-20,C101718,Toys,4,62.84,Referral,united kingdom
INV901376,2024-11-16,C100733,Beauty,2,34.31,Email,United Kingdom
INV902572,2024-06-14,C101379,Beauty,2,50.7,Email,Germany
INV901212,2023-07-07,C100636,Home & Kitchen,4,13.79,Referral,Germany
INV902628,2023-09-28,C101417,Sports & Outdoors,5,165.33,Referral,USA
INV901298,2024-10-28,C100682,Electronics,2,112.77,Paid Ads,ireland
INV903283,2024-06-02,C101773,Home & Kitchen,3,120.37,Paid Ads,UK
INV901850,2024-12-24,C100983,Beauty,4,21.64,Email,Germany
INV901670,2023-09-19,C100880,Beauty,4,37.66,Organic Search,United States
INV902841,2023-09-27,C101513,Electronics,1,323.08,Paid Ads,United Kingdom
INV900697,2023-03-04,C100358,Home & Kitchen,4,139.48,Paid Ads,united kingdom
INV902881,2023-01-08,C101531,Toys,3,54.75,Email,united kingdom
INV902606,2024-09-21,C101403,Office Supplies,1,6.56,Paid Ads,United Kingdom
INV902223,2023-01-21,C101189,Sports & Outdoors,2,30.51,Paid Ads,united kingdom
INV902426,2024-08-23,C101312,Toys,3,10.05,Referral,ireland
INV900477,2023-07-13,C100245,Books,2,6.99,Paid Ads, United Kingdom
INV902165,2024-04-22,C101159,Sports & Outdoors,4,167.44,Organic Search,united kingdom
INV902990,2024-10-20,C101605,Apparel,5,55.4,Organic Search,united kingdom
INV901113,2024-06-02,C100581,Books,3,24.96,Organic Search,united kingdom
INV903187,2024-04-11,C101725,Sports & Outdoors,5,155.28,Paid Ads, United Kingdom
INV901126,2024-05-04,C100588,Office Supplies,3,16.08,Referral,United Kingdom
INV902335,2023-01-28,C101269,Sports & Outdoors,5,147.45,Paid Ads, United Kingdom
INV902744,2024-08-13,C101470,Sports & Outdoors,2,166.03,Paid Ads,Ireland
INV901374,2024-06-01,C100733,Office Supplies,1,6.61,Email,united kingdom
INV900282,2024-07-18,C100150,Toys,2,16.09,Email,united kingdom
INV900573,2024-02-28,C100297,Beauty,4,50.89,Email,United Kingdom
INV903103,2023-04-02,C101676,Home & Kitchen,2,107.73,Email,France
INV902912,2023-10-26,C101554,Sports & Outdoors,1,168.33,Email,United States
INV901790,2023-09-22,C100951,Beauty,1,9.71,Social, United Kingdom
INV901944,2024-01-22,C101030,Beauty,2,53.75,Email,Ireland
INV902547,2023-01-23,C101365,Toys,5,49.02,Organic Search,United States
